title,composer,duration,fileVersion,hasHarmonies,hasLyrics,keysig,lyrics,measures,mscoreVersion,pageFormatHeight,pageFormatTwosided,pageFormatWidth,pages,poet,previousSource,subtitle,tempo,tempoText,timesig,partName,instrumentId,hasPitchedStaff,program,titles,subtitles,composers,poets,yt_id,syncpoint_count,cropped_duration,gpx_name,ss_artist,scorehash,video_title,video_description,channel_name,view_count,thumbnail_path,,ComposerName,WorkName,ComposerName,,f-measure,f-measure-static,composer_name_normalized,composer_url,composer_nationality,composer_born,composer_died,performer_name,performer_gender,performer_nationality,performer_social_media
Fuga,Music by Arr: Stefan Apke,85,420,False,False,0,,27,,297,True,210,1,,,"www.classclef.com
Gaspar Sanz (1640-1710)
por primer Tono al ayre Espanol",76,<sym>metNoteQuarterUp</sym> = 76,4/4,Untitled,cavaquinho,True,24,Fuga,"www.classclef.com
Gaspar Sanz (1640-1710)
por primer Tono al ayre Espanol",Music by Arr: Stefan Apke,,MEkRK6seK8Q,28.0,85.0,Fuga Al Aire Espanol by Gaspar Sanz,,7V1wc,Fuga by Gaspar Sanz for Classical Guitar,"Sheet Music & TAB pdf eBook: https://www.thisisclassicalguitar.com/gaspar-sanz-notation-tab/

A sheet music preview for Fuga in the Gaspar Sanz Collection for classical guitar  from thisisclassicalguitar.com. Played by Bradford Werner, Victoria, BC.

SUPPORT: https://www.thisisclassicalguitar.com/donate-support/
WEBSITE & BLOG: https://www.thisisclassicalguitar.com
LESSONS: https://www.thisisclassicalguitar.com/lessons/
FREE SHEET MUSIC: https://www.thisisclassicalguitar.com/sheet-music-for-classical-guitar/
GEAR, STRINGS, GUITARS: https://www.thisisclassicalguitar.com/classical-guitar-store-reviews/",This is Classical Guitar,20742.0,yt_thumbnails/MEkRK6seK8Q.jpg,,Gaspar Sanz (1640-1710),,Gaspar Sanz (1640-1710),Gaspar Sanz,0.36,0.36,Gaspar Sanz,https://imslp.org/wiki/Category%3ASanz%2C%20Gaspar,Spanish,1640,1710,Bradford Werner,male,"{'website': 'https://www.thisisclassicalguitar.com', 'support': 'https://www.thisisclassicalguitar.com/donate-support/', 'lessons': 'https://www.thisisclassicalguitar.com/lessons/', 'free_sheet_music': 'https://www.thisisclassicalguitar.com/sheet-music-for-classical-guitar/', 'gear': 'https://www.thisisclassicalguitar.com/classical-guitar-store-reviews/'}",Canadian
El Amable,,113,420,False,False,3,,32,,297,True,210,2,,,"www.classclef.com
Jose Ferrer y Esteve (1835-1916)",84,<sym>metNoteQuarterUp</sym> = 84,4/4,Steel Guitar,cavaquinho,True,25,El Amable,"www.classclef.com
Jose Ferrer y Esteve (1835-1916)",,,SBCCJ0_cMrU,39.0,118.0,El Amable by Jose Ferrer,,BV1wc,El Amable (The Aimiable Fellow) by José Ferrer,"My entry into the 2021 Peterborough Kiwanis Music Festival. Class 2942 - Guitar Solo - Level 5 - List B

Sean Hully

El Amable (no.14) by José Ferrer.",Sean Hully,483.0,yt_thumbnails/SBCCJ0_cMrU.jpg,,Jose Ferrer y Esteve (1835-1916),,Jose Ferrer y Esteve (1835-1916),Jose Ferrer y Esteve,0.95,0.95,Jose Ferrer y Esteve,https://imslp.org/wiki/Category%3AFerrer%20Esteve%20de%20Fujadas%2C%20Jos%C3%A9,Spanish,1835,1916,Sean Hully,male,,
Pavana 5,,39,420,False,False,2,,43,,297,True,210,1,,,"www.classclef.com
Luys Milan (16th century)",280,<sym>metNoteQuarterUp</sym> = 280,2/2,Nylon Guitar,cavaquinho,True,25,Pavana 5,"www.classclef.com
Luys Milan (16th century)",,,bo3JD66QStk,44.0,513.0,Pavana 5 by Luys Milan,,-V1wc,Six Pavans by Luis de Milan for Classical Guitar,"Six Pavans by Luis de Milán (c.1500-1561), arranged for guitar.

➔ PDF Sheet Music or Tab: https://www.thisisclassicalguitar.com/six-pavans-luis-de-milan-guitar/

Six Pavans by Luis de Milán (c.1500-1561) - Originally for vihuela. Sheet Music arranged for Classical Guitar with Notation-Only Edition, TAB Edition, and Unfingered Edition. Regular guitar tuning. Mixed levels (see link).

0:00 Pavana No.1 
1:24 Pavana No.2 
3:04 Pavana No.3 
4:51 Pavana No.4 
6:13 Pavana No.5 
7:14 Pavana No.6

The six pavans (pavanes, or pavanas) by Luis de Milán (c.1500-1561), also Luys Milán, come from his Libro de música de vihuela de mano intitulado El Maestro (1536). One of the first published music collections for the vihuela de mano. There are many editions of this music available but this edition focuses on voice leading and legato connection in imitation of vocal works of the era. Low quality editions often ignore the vocal quality and complexity of the music resulting in fingering choices that simplify the music to the point chord playing. This edition has been fingered specifically to create beautiful musical lines and voice independence. This doesn't always make for easy fingerings but the musical result is worth it.

★ Special thanks to all my Patreon Supporters and especially to:
★ Producers: Joseph Adamson, Mark Cohen, Daniel O’Connor, David Elliott, Don Francis, Marc Garnick, Philippe Gonzalez, Richard Groomer, Rene Perrin
★ Patrons: Bruno Bertucci, Marie Carr, Charles Coutret, Douglas Davis, Larry Earles, Hayes Hatfield, John McGlaughlin, Derrick Mickle, Barbara Naschold, Art Peterson, George Rowan, Adam Trosterman, John Schneider, Timothy Schorre, Donald Turbeville, Bob Zickler

➔ SUPPORT THE SITE & LESSONS: https://www.thisisclassicalguitar.com/donate-support/

➔ WEBSITE: https://www.thisisclassicalguitar.com

➔ FREE LESSONS: https://www.thisisclassicalguitar.com/lessons/

➔ FREE SHEET MUSIC & TAB: https://www.thisisclassicalguitar.com/sheet-music-for-classical-guitar/

➔ GEAR, STRINGS: https://www.thisisclassicalguitar.com/classical-guitar-store-reviews/

Thanks for watching!

#guitar #classicalguitar #guitarlesson #classicalguitarlesson #milan",This is Classical Guitar,22715.0,yt_thumbnails/bo3JD66QStk.jpg,,Luys Milan (16th century),,Luys Milan (16th century),Luys Milan,0.85,0.85,Luys Milan,https://imslp.org/wiki/Category%3AMil%C3%A1n%2C%20Luis,Spanish,1500,1561,Bradford Werner,male,"{'website': 'https://www.thisisclassicalguitar.com', 'patreon': 'https://www.patreon.com/thisisclassicalguitar', 'youtube': 'https://www.youtube.com/user/thisisclassicalguitar'}",unknown
Goldberg Variations,Music by Arr: Jószef Eötvös,128,420,False,False,1,,32,,297,True,210,2,,,"BWV 988: Variation 1
Johann Sebastian Bach (1685-1750)
www.classclef.com",90,<sym>metNoteQuarterUp</sym> = 90,3/4,Nylon Guitar,cavaquinho,True,24,Goldberg Variations,"BWV 988: Variation 1
Johann Sebastian Bach (1685-1750)
www.classclef.com",Music by Arr: Jószef Eötvös,,nS9wHiYlfd0,65.0,444.0,bach-goldberg-var-1,,5V1wc,"J. S. Bach: Goldberg Variations - Aria & Var. 1 - Jozsef Eotvos, guitar","Live concert and video recording in the Gitaarsalon Enkhuizen, Netherlands.
18.4.2011
Buy the CD or mp3 at: http://www.gms-eotvos.com/store
http://www.eotvos.net
***************
ATTENTION!
After the publication of a successful Hungarian edition of my book ""How to play Bach"" and many live lectures about all over the world I now intend to produce an English edition of the book early next year. It will be an excellent source for guitarists and scholars alike with a new perspective on, and concerned with, the interpretation of Bach's Lute Works.
Please visit this site for more infos: http://www.gms-eotvos.com/store
********************
Guitar: Rinaldo Vacca 2009 - Italy/Sardinia
************************
Kleinste Concertpodium in Nederland 
Theater ""De GitaarSalon""
Stage for acoustic guitars 
http://www.gitaarsalon.nl","Eötvös, József",313755.0,yt_thumbnails/nS9wHiYlfd0.jpg,,Johann Sebastian Bach (1685-1750),,Johann Sebastian Bach (1685-1750),Johann Sebastian Bach,0.98,0.98,Johann Sebastian Bach,https://imslp.org/wiki/Category%3ABach%2C%20Johann%20Sebastian,German,1685,1750,József Eötvös,male,"{'website': 'http://www.gms-eotvos.com/store', 'other': 'http://www.eotvos.net'}",Hungarian
Goldberg Variations,Music by Arr: Jószef Eötvös,128,420,False,False,1,,32,,297,True,210,2,,,"BWV 988: Variation 1
Johann Sebastian Bach (1685-1750)
www.classclef.com",90,<sym>metNoteQuarterUp</sym> = 90,3/4,Nylon Guitar,cavaquinho,True,24,Goldberg Variations,"BWV 988: Variation 1
Johann Sebastian Bach (1685-1750)
www.classclef.com",Music by Arr: Jószef Eötvös,,nS9wHiYlfd0,65.0,444.0,bach-goldberg-var-1,,5V1wc,"J. S. Bach: Goldberg Variations - Aria & Var. 1 - Jozsef Eotvos, guitar","Live concert and video recording in the Gitaarsalon Enkhuizen, Netherlands.
18.4.2011
Buy the CD or mp3 at: http://www.gms-eotvos.com/store
http://www.eotvos.net
***************
ATTENTION!
After the publication of a successful Hungarian edition of my book ""How to play Bach"" and many live lectures about all over the world I now intend to produce an English edition of the book early next year. It will be an excellent source for guitarists and scholars alike with a new perspective on, and concerned with, the interpretation of Bach's Lute Works.
Please visit this site for more infos: http://www.gms-eotvos.com/store
********************
Guitar: Rinaldo Vacca 2009 - Italy/Sardinia
************************
Kleinste Concertpodium in Nederland 
Theater ""De GitaarSalon""
Stage for acoustic guitars 
http://www.gitaarsalon.nl","Eötvös, József",313755.0,yt_thumbnails/nS9wHiYlfd0.jpg,,Johann Sebastian Bach (1685-1750),,Johann Sebastian Bach (1685-1750),Johann Sebastian Bach,0.98,0.98,Johann Sebastian Bach,https://imslp.org/wiki/Category%3ABach%2C%20Johann%20Sebastian,German,1685,1750,József Eötvös,male,,Hungarian
Murmures,,147,420,False,False,1,,26,,297,True,210,1,,,"www.classclef.com
Maria Linnemann
Whisperings",60,<sym>metNoteQuarterUp</sym> = 60,2/4,Nylon Guitar,cavaquinho,True,24,Murmures,"www.classclef.com
Maria Linnemann
Whisperings",,,3no0hOA4Hxk,64.0,168.0,linnemann-murmures,,6V1wc,Murmures,"Maria Linnemann plays her composition ""Murmures""",Maria Linnemann,79364.0,yt_thumbnails/3no0hOA4Hxk.jpg,,Maria Linnemann,,Maria Linnemann,Maria Linnemann,0.86,0.86,Maria Linnemann,https://eu.wikipedia.org/wiki/Jose_de_Azpiazu,Spanish,1912,1986,Maria Linnemann,female,,
Por tí mi corazón,,149,420,False,False,3,,24,,297,True,210,2,Words by Arr. by Stefan Apke,,"www.classclef.com
Manuel María Ponce (1882-1948)
Cinco Canciones Mexicanas V",45,Moderate <sym>metNoteQuarterUp</sym> = 45,3/4,Pista 1,cavaquinho,True,24,Por tí mi corazón,"www.classclef.com
Manuel María Ponce (1882-1948)
Cinco Canciones Mexicanas V",,Words by Arr. by Stefan Apke,hgLzSPChTUw,38.0,168.0,Por Ti Mi Corazon by Manuel Ponce,,4f1wc,"Ponce's ""Tres Canciones Populares Mexicanas: II. Por Ti Mi Corazón"" played by Olivia Chiang","Download a FREE pdf of Capricho Árabe arranged by Agustín Barrios here! https://tinyurl.com/y5cm7byv
 
Instagram: https://www.instagram.com/guitarsaloninternational/
Facebook: https://www.facebook.com/guitarsalon
Twitter: https://twitter.com/guitarsalon

Guitar: 2019 Manuel Contreras ""10th Anniversary"" SP/CSAR (https://tinyurl.com/yfw3n2r7)

Here's nineteen year old Olivia Chiang who is currently studying with Scott Tennant, playing ""Por Ti Mi Corazón"", the second of the ""Tres Canciones Populares Mexicanas"" arranged by Manuel Ponce. Olivia is playing on an exquisite Manuel Contreras classical guitar made in 2019 with spruce top and highly figured CSA Rosewood for the back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/

All proceeds from monetization of this video goes to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: https://www.gsifoundation.org/

#friendsofgsi #classicalguitar #guitarsaloninternational #gsi",Guitar Salon International,24564.0,yt_thumbnails/hgLzSPChTUw.jpg,,Manuel María Ponce (1882-1948),,Manuel María Ponce (1882-1948),Manuel María Ponce,0.36,0.36,Manuel María Ponce,https://imslp.org/wiki/Category%3APonce%2C%20Manuel,Mexican,1882,1948,Olivia Chiang,female,"{'instagram': 'https://www.instagram.com/guitarsaloninternational/', 'facebook': 'https://www.facebook.com/guitarsalon', 'twitter': 'https://twitter.com/guitarsalon'}",
Bagatelle No 3,Music by Edited by Julian Bream,135,420,False,False,2,,51,,297,True,210,3,,,"www.classclef.com
William Walton (1902-1983)",47,<sym>metNoteQuarterUp</sym> = 47,3/4,Nylon Guitar,cavaquinho,True,24,Bagatelle No 3,"www.classclef.com
William Walton (1902-1983)",Music by Edited by Julian Bream,,9_RsORGkVF8,53.0,146.0,walton-bagatelles3,,2f1wc,"Bagatelle No. 3 by William Walton, performed by Stephanie Jones","This is the third movement from Walton's Five Bagatelles.

Subscribe to be notified about the next Bagatelle videos!

Five Bagatelles playlist: https://www.youtube.com/playlist?list=PLMi3uM-UO1f_P1xvvdmx_9xlGtLRJd20M

The Five Bagatelles by British composer William Walton are considered to be some of the most outstanding compositions for the guitar. The pieces make exceptional use of all of the instrument's musical and technical capabilities.

The Five Bagatelles were written in 1971 and first performed by the great Julian Bream in 1972.

Production by Jakob Schmidt",Stephanie Jones,90908.0,yt_thumbnails/9_RsORGkVF8.jpg,,William Walton (1902-1983),,William Walton (1902-1983),William Walton,0.91,0.91,William Walton,https://imslp.org/wiki/Category%3AWalton%2C%20William,English,1902,1983,Stephanie Jones,female,"{'youtube': 'https://www.youtube.com/channel/UC_example_channel', 'facebook': None, 'instagram': None, 'twitter': None}",unknown
Rossiniana 1,Music by Fingering Stefan Apke,213,420,False,False,1,,103,,297,True,210,6,,,"www.classclef.com
Mauro Giuliani (1781-1829)
Opus 119",130,Allegro Vivace <sym>metNoteQuarterUp</sym> = 130,1/4,Nylon Guitar,cavaquinho,True,24,Rossiniana 1,"www.classclef.com
Mauro Giuliani (1781-1829)
Opus 119",Music by Fingering Stefan Apke,,Ev3fqgJ9YAU,114.0,206.0,giuliani-rossiniana1-allegro-vivace,,3f1wc,"Giuliani's ""Rossiniana No. 1: Allegro Vivace"" by Mateusz Kowalski on a 1975 Rodriguez ""Churchdoor""","Download a FREE pdf of Capricho Árabe arranged by Agustín Barrios here! https://tinyurl.com/y5cm7byv
 
Instagram: https://www.instagram.com/guitarsaloninternational/
Facebook: https://www.facebook.com/guitarsalon
Twitter: https://twitter.com/guitarsalon

Guitar: 1975 Miguel Rodriguez ""Churchdoor"" CD/CSAR (https://tinyurl.com/qlnd6t8)

Here's Mateusz Kowalski performing the ""Allegro Vivace (Finale)"" from Mauro Giuliani's ""Rossiniana Op. 119, No. 1"" on an amazing 1975 Miguel Rodriguez ""Churchdoor"" with cedar top and incredibly beautiful CSA rosewood for the back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/

All proceeds from monetization of this video goes to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: https://www.gsifoundation.org/

#friendsofgsi #classicalguitar #guitarsaloninternational #gsi",Guitar Salon International,61690.0,yt_thumbnails/Ev3fqgJ9YAU.jpg,,Mauro Giuliani (1781-1829),,Mauro Giuliani (1781-1829),Mauro Giuliani,0.96,0.96,Mauro Giuliani,https://imslp.org/wiki/Category%3AGiuliani%2C%20Mauro,Italian,1781,1829,Mateusz Kowalski,male,"{'instagram': 'https://www.instagram.com/guitarsaloninternational/', 'facebook': 'https://www.facebook.com/guitarsalon', 'twitter': 'https://twitter.com/guitarsalon'}",unknown
Sonata 33,,152,420,False,False,-3,,43,,297,True,210,4,,,"www.classclef.com
Nicolo Paganini (1782-1840)",60,<sym>metNoteQuarterUp</sym> = 60,3/4,Guitar,guitar-steel,True,24,Sonata 33,"www.classclef.com
Nicolo Paganini (1782-1840)",,,4dMb_4YZIqg,77.0,214.0,paganini-sonata33,,8f1wc,"Niccolò Paganini's ""Sonata 33"" performed by Grygorii Koval on a 1971 Jose Oribe (ex Angel Romero)","Download a FREE pdf of Capricho Árabe arranged by Agustín Barrios here! https://tinyurl.com/y5cm7byv
 
Instagram: https://www.instagram.com/guitarsaloninternational/
Facebook: https://www.facebook.com/guitarsalon
Twitter: https://twitter.com/guitarsalon

Guitar: 1971 Jose Oribe ""Calidad Suprema"" CD/CSAR (ex Angel Romero) (https://www.guitarsalon.com/product-1971-jose-oribe-cd-csar-ex-angel-romero?mz_fq=oribe)

Here's our GSI Foundation Scholar, Grygorii Koval, performing ""Sonata 33"" from ""37 Sonatas for Solo Guitar, M.S. 84"" by Niccolò Paganini on a 1971 Jose Oribe ""Calidad Suprema"" (ex Angel Romero) classical guitar made with cedar top and CSA rosewood back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/

All proceeds from the monetization of this video go to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: https://www.gsifoundation.org/

#friendsofgsi #classicalguitar #guitarsaloninternational #gsi",Guitar Salon International,17073.0,yt_thumbnails/4dMb_4YZIqg.jpg,,Nicolo Paganini (1782-1840),,Nicolo Paganini (1782-1840),Nicolo Paganini,0.95,0.95,Nicolo Paganini,https://imslp.org/wiki/Category%3APaganini%2C%20Niccol%C3%B2,Italian,1782,1840,Grygorii Koval,male,"{'instagram': 'https://www.instagram.com/guitarsaloninternational/', 'facebook': 'https://www.facebook.com/guitarsalon', 'twitter': 'https://twitter.com/guitarsalon'}",unknown
Etude No 3 In D,,117,420,False,False,2,,30,,297,True,210,3,,,"www.classclef.com
Heitor Villa-Lobos (1887-1959)",70,<sym>metNoteQuarterUp</sym> = 70,3/4,classical guitar,cavaquinho,True,24,Etude No 3 In D,"www.classclef.com
Heitor Villa-Lobos (1887-1959)",,,YNAMB0Fokew,85.0,171.0,Etude No 3 by Heitor Villa-Lobos,,7f1wc,Etude No. 3 by Villa-Lobos - Tomasz Fechner plays 2018 Lucas Martin,"Enjoyed the video? Leave a Tip for Tomasz Fechner: https://link.cicadamusic.net/tomek-gsi

Guitar: 2018 Lucas Martin
(https://tinyurl.com/y9y7eg2a)

To celebrate the upcoming holidays, we thought it would be fun to do “The 12 Days of Villa-Lobos Etudes” and release a different etude played by Tomasz Fechner every day! Here he is with Etude No. 3 on an beautiful 2018 Lucas Martin with a Spruce top and Maple back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/  #gsi #friendsofgsi #classicalguitar",Guitar Salon International,64330.0,yt_thumbnails/YNAMB0Fokew.jpg,,Heitor Villa-Lobos (1887-1959),,Heitor Villa-Lobos (1887-1959),Heitor Villa-Lobos,0.1,0.10,Heitor Villa-Lobos,https://imslp.org/wiki/Category%3AVilla-Lobos%2C%20Heitor,Brazilian,1887,1959,Tomasz Fechner,male,"{'website': 'http://www.guitarsalon.com/', 'youtube': '', 'facebook': '', 'instagram': ''}",unspecified
Ilha De Coral,,82,420,False,False,2,,27,,297,True,210,1,,,"www.classclef.com
Luiz Bonfa (1922-2001)",80,<sym>metNoteQuarterUp</sym> = 80,2/2,Nylon,cavaquinho,True,24,Ilha De Coral,"www.classclef.com
Luiz Bonfa (1922-2001)",,,7a0w2ZfWmGo,36.0,99.0,bonfa-ilha-de-coral,,9f1wc,Ilha de Coral - Luiz Bonfá,Violão Di Giorgio nº38 modelo clássico.,William Belo,5796.0,yt_thumbnails/7a0w2ZfWmGo.jpg,,Luiz Bonfa (1922-2001),,Luiz Bonfa (1922-2001),Luiz Bonfa,0.91,0.91,Luiz Bonfa,https://imslp.org/wiki/Category%3ABonf%C3%A1%2C%20Luiz,Brazilian,1922,2001,William Belo,male,,
